model_id,sample_id,patient_id,parent_id,model_name,synonyms,tissue,cancer_type,cancer_type_ncit_id,tissue_status,sample_site,cancer_type_detail,model_type,growth_properties,model_treatment,sampling_day,sampling_month,sampling_year,doi,pmed,msi_status,ploidy_snp6,ploidy_wes,ploidy_wgs,mutational_burden,model_comments,model_relations_comment,COSMIC_ID,BROAD_ID,CCLE_ID,RRID,HCMI,suppliers,supplier,cat_number,species,gender,ethnicity,age_at_sampling,family_history_of_cancer,prior_same_malignancy,prior_other_malignancy,smoking_status,alcohol_exposure_intensity,alcohol_consumption_per_week,history_diabetes,diabetes_treatment,colorectal_cancer_risk_factors,patient_history_of_gastrointestinal_disorder,gastrointestinal_disorder_diagnosed,prior_synchronous_colon_rectal_tumours,history_prior_colon_polyps,previous_current_barretts_oesophagus,reflux_disease_prior,reflux_disease_treatment,h_pylori_infection,history_clinical_chronic_pancreatitis,tumour_grade,tnm_integrated,tnm_t,tnm_n,tnm_m,clinical_staging,metastasis_at_diagnosis,metastatic_site_at_diagnosis,method_procurement,sample_treatment,sample_treatment_details,radiation_type,prior_therapy_outcome,tumour_regression_score,colon_polyps_present_at_time_of_tissue_collection,venous_invasion_present,venous_invasion_type,lymphatic_invasion_present,perineural_invasion_present,gastric_oesophageal_junction,barretts_goblet_cells_present,oesophageal_columnar_metaplasia,goblet_cells_oesophageal_columnar_mucosa,degree_of_dysplasia_non_cancerous_oesophageal_columnar_mucosa,peripancreatic_lymph_nodes_tested_surgery,number_positive_peripancreatic_lymph_nodes,mlh1_expression_by_ihc,mlh1_promoter_methylation_status,msh2_expression_by_ihc,pms2_expression_by_ihc,msh6_expression_by_ihc,braf_mutation_identified,braf_expression_by_ihc,pik3ca_mutation_identified,pten_expression_by_ihc,pten_mutation_identified,kras_mutation_identified,mismatch_repair_status,preoperative_ce_alevel,crispr_ko_data
SIDM00979,SIDS00428,SIDP00368,,WM-266-4,WM-266-mel;WC00097,Skin,Melanoma,C3224,Metastasis,Unknown,Melanoma,Cell Line,Adherent,,,,,,,,,,,,,"WM115, WM266-4, WM239A and WM165-1 were all derived from the same patient. ;;WM115 cell line originated from the primary tumor, and WM239A, WM165-1 and WM266-4 were from individual lymph-node metastases (Rockland). ",1299076,ACH-001239,WM2664_SKIN,CVCL_2765,,Rockland:WM-266-4,Rockland,WM-266-4,Homo Sapiens,Female,Unknown,55,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01013,SIDS00542,SIDP00476,,JVM-2,,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C4337,Tumour,Peripheral blood,Mantle Cell Lymphoma,Cell Line,Suspension,,,,,,,MSS,2.010371169,2.031632043,,22.11,,,907269,ACH-000106,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1319,,DSMZ:ACC-12,DSMZ,ACC-12,Homo Sapiens,Female,Unknown,63,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01215,SIDS00439,SIDP00376,SIDM00968,Hey-A8,,Ovary,Ovarian Carcinoma,C105555,Tumour,Unknown,High Grade Ovarian Serous Adenocarcinoma,Cell Line,Adherent,,,,,,,,,2.100801116,,19.82,,"Hey-A8 and Hey-C2, are Cisplatin resistant derivations of HEY generated in athymic nude mice (PMID: 23934194).",1479989,ACH-000542,HEYA8_OVARY,CVCL_8878,,Unknown:Unknown,Unknown,Unknown,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01082,SIDS00352,SIDP00297,,SCC-25,hSCC-25,Head and Neck,Oral Cavity Carcinoma,C4648,Tumour,Tongue,Tongue Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,1.857550823,5.151678369,,24.71,,,910701,ACH-000188,SCC25_UPPER_AERODIGESTIVE_TRACT,CVCL_1682,,ATCC:CRL-1628,ATCC,CRL-1628,Homo Sapiens,Male,Unknown,70,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00999,SIDS00445,SIDP00382,,639-V,,Bladder,Bladder Carcinoma,C4912,Tumour,Left ureter,Bladder Carcinoma,Cell Line,Adherent,,,,1973,,,MSI,2.406085668,2.542717224,,145.37,,,906798,ACH-000973,639V_URINARY_TRACT,CVCL_1048,,DSMZ:ACC-413,DSMZ,ACC-413,Homo Sapiens,Male,White,69,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00998,SIDS00447,SIDP00384,,8-MG-BA,,Central Nervous System,Glioblastoma,C3058,Tumour,Frontal Brain lobe,Glioblastoma,Cell Line,Adherent,,,,1989,,,MSS,2.197484787,2.310874095,,31,,,687562,ACH-000137,8MGBA_CENTRAL_NERVOUS_SYSTEM,CVCL_1052,,DSMZ:ACC-432,DSMZ,ACC-432,Homo Sapiens,Female,Unknown,54,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00995,SIDS00450,SIDP00387,,A431,A431/P,Skin,Other Solid Cancers,C4819,Tumour,Unknown,Skin Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.30172151,3.466135832,,66.92,,,910925,ACH-001328,A431_SKIN,CVCL_0037,,DSMZ:ACC-91,DSMZ,ACC-91,Homo Sapiens,Female,Unknown,85,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00992,SIDS00453,SIDP00390,,B-CPAP,,Thyroid,Thyroid Gland Carcinoma,C4035,Tumour,Unknown,Papillary Thyroid Carcinoma,Cell Line,Adherent,,,,1992,,,MSS,2.966329712,3.030492486,,30.37,,,924104,ACH-000456,BCPAP_THYROID,CVCL_0153,,DSMZ:ACC-273,DSMZ,ACC-273,Homo Sapiens,Female,Unknown,76,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM00989,SIDS00456,SIDP00393,,BFTC-905,,Bladder,Bladder Carcinoma,C4912,Tumour,Unknown,Bladder Carcinoma,Cell Line,Adherent,,,,1990,,,MSS,2.660235,2.742989771,,45.05,,,910926,ACH-000802,BFTC905_URINARY_TRACT,CVCL_1083,,DSMZ:ACC-361,DSMZ,ACC-361,Homo Sapiens,Female,East Asian,51,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00988,SIDS00457,SIDP00394,,BFTC-909,,Kidney,Kidney Carcinoma,C7355,Tumour,Renal pelvis,Renal Pelvis Urothelial Carcinoma,Cell Line,Adherent,,,,1990,,,MSS,3.262866593,3.248215006,,33.24,,,910698,ACH-000792,BFTC909_KIDNEY,CVCL_1084,,DSMZ:ACC-367,DSMZ,ACC-367,Homo Sapiens,Male,Unknown,64,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01056,SIDS00501,SIDP00438,,EFM-19,,Breast,Breast Carcinoma,C4017,Metastasis,Pleural Effusion,Ductal Breast Carcinoma,Cell Line,Adherent,,,,1979,,,MSS,2.837644199,3.018945975,,31.29,,,906851,ACH-000330,EFM19_BREAST,CVCL_0253,,DSMZ:ACC-231,DSMZ,ACC-231,Homo Sapiens,Female,White,50,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01052,SIDS00503,SIDP00440,,EFO-21,,Ovary,Ovarian Carcinoma,C7978,Metastasis,Ascites,Ovarian Serous Cystadenocarcinoma,Cell Line,Adherent,,,,1979,,,MSS,2.850490568,2.895211568,,29.03,,,911905,ACH-000308,EFO21_OVARY,CVCL_0029,,DSMZ:ACC-235,DSMZ,ACC-235,Homo Sapiens,Female,White,56,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01050,SIDS00505,SIDP00442,,EGI-1,,Biliary Tract,Biliary Tract Carcinoma,C4436,Tumour,Unknown,Cholangiocarcinoma,Cell Line,Adherent,,,,1984,,,MSS,2.807875138,2.972176946,,28.37,,,906853,ACH-001494,EGI1_BILIARY_TRACT,CVCL_1193,,DSMZ:ACC-385,DSMZ,ACC-385,Homo Sapiens,Male,White,52,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01047,SIDS00508,SIDP00445,,EM-2,,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,C3174,Tumour,Bone marrow,Chronic Myelogenous Leukemia,Cell Line,Suspension,,,,1980,,,MSS,3.416845222,3.571012598,,26.79,,EM-2 and EM-3 were derived from the same patient.;EM-2 was established +28 days after bone marrow transplantation.;EM-3 was established +47 days  after bone marrow transplantation (DSMZ).,906855,ACH-000295,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1196,,DSMZ:ACC-135,DSMZ,ACC-135,Homo Sapiens,Female,White,5,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01042,SIDS00513,SIDP00449,,EVSA-T,,Breast,Breast Carcinoma,C4872,Metastasis,Ascites,Breast Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.839033652,2.995731939,,67.11,,,906862,ACH-001065,EVSAT_BREAST,CVCL_1207,,DSMZ:ACC-433,DSMZ,ACC-433,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01055,SIDS00516,SIDP00452,,GAMG,,Central Nervous System,Glioblastoma,C3058,Tumour,Unknown,Glioblastoma,Cell Line,Adherent,,,,,,,MSS,2.924619177,5.022218838,,27.11,,,906868,ACH-000098,GAMG_CENTRAL_NERVOUS_SYSTEM,CVCL_1226,,DSMZ:ACC-242,DSMZ,ACC-242,Homo Sapiens,Female,Unknown,42,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01074,SIDS00518,SIDP00454,,GMS-10,,Central Nervous System,Glioblastoma,C3058,Tumour,Unknown,Glioblastoma,Cell Line,Adherent,,,,1995,,,MSS,3.021421016,3.135314979,,27.39,,,906873,ACH-000102,GMS10_CENTRAL_NERVOUS_SYSTEM,CVCL_1233,,DSMZ:ACC-405,DSMZ,ACC-405,Homo Sapiens,Male,Unknown,49,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01073,SIDS00520,SIDP00456,,HC-1,,Haematopoietic and Lymphoid,Other Blood Cancers,C7402,Tumour,Unknown,Hairy Cell Leukemia,Cell Line,Suspension,,,,,,,MSS,3.901350726,2.008827745,,23.39,,,907044,ACH-002242,HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1243,,DSMZ:ACC-301,DSMZ,ACC-301,Homo Sapiens,Male,White,56,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01071,SIDS00522,SIDP00458,,HCC-33,HCC0033,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Pleural effusion,Small Cell Lung Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.88843558,3.019856393,,43.26,,,1303901,ACH-000515,HCC33_LUNG,CVCL_2058,,DSMZ:ACC-487,DSMZ,ACC-487,Homo Sapiens,Male,Unknown,52,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01067,SIDS00526,SIDP00462,,HCC-827,HCC0827,Lung,Non-Small Cell Lung Carcinoma,C3512,Tumour,Lung,Lung Adenocarcinoma,Cell Line,Adherent,,,,,,,MSS,2.843758412,3.060264813,,38.34,,HCC-827-GR5 is a Gefitinib resistant clone of HCC-827. (10.1126/science.1141478).,1240146,ACH-000012,HCC827_LUNG,CVCL_2063,,DSMZ:ACC-566,DSMZ,ACC-566,Homo Sapiens,Female,Unknown,39,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01063,SIDS00530,SIDP00465,,HD-MY-Z,,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C9154,Metastasis,Pleural effusion,Adult Acute Myeloid Leukemia,Cell Line,Unknown,,,,1991,,,MSS,2.441296741,2.500036468,,29.74,,,907050,ACH-000190,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1273,,DSMZ:ACC-346,DSMZ,ACC-346,Homo Sapiens,Unknown,Unknown,29,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01064,SIDS00529,SIDP00464,,HDLM-2,,Haematopoietic and Lymphoid,Hodgkin's Lymphoma,C9357,Metastasis,Pleural effusion,Hodgkin's Lymphoma,Cell Line,Suspension,,,,,,,MSS,1.89009284,1.976374614,,35.29,,,924110,ACH-000267,HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_0009,,DSMZ:ACC-17,DSMZ,ACC-17,Homo Sapiens,Male,Unknown,74,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01062,SIDS00531,SIDP00466,,HDQ-P1,,Breast,Breast Carcinoma,C4872,Tumour,Unknown,Breast Carcinoma,Cell Line,Adherent,,,,1995,,,MSS,4.1390573,4.669470235,,51.24,,,1290922,ACH-000643,HDQP1_BREAST,CVCL_2067,,DSMZ:ACC-494,DSMZ,ACC-494,Homo Sapiens,Female,Unknown,50,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01060,SIDS00533,SIDP00468,,IGR-1,,Skin,Melanoma,C3224,Metastasis,Groin lymph node,Melanoma,Cell Line,Adherent,,,,,,,MSS,3.142408821,3.2243222,,140.29,,,907169,ACH-000882,IGR1_SKIN,CVCL_1303,,DSMZ:ACC-236,DSMZ,ACC-236,Homo Sapiens,Male,Unknown,42,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01066,SIDS00527,SIDP00463,,IGR-37,MM1,Skin,Melanoma,C3224,Metastasis,Groin lymph node,Melanoma,Cell Line,Adherent,,,,,,,MSS,1.662747914,2.943070517,,46.61,,IGR-37 and IGR-39 derived from the same patient.;IGR-37 was established from a lymph node metastasis.;IGR-39 was established from a primary (achromic) cutaneous tumor (DSMZ).,1240153,ACH-000650,IGR37_SKIN,CVCL_2075,,DSMZ:ACC-237,DSMZ,ACC-237,Homo Sapiens,Male,Unknown,26,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01059,SIDS00534,SIDP00469,,IPC-298,,Skin,Melanoma,C3510,Tumour,Skin,Cutaneous Melanoma,Cell Line,Adherent,,,,,,,MSS,3.440121019,3.579158664,,136.08,,,907171,ACH-000915,IPC298_SKIN,CVCL_1307,,DSMZ:ACC-251,DSMZ,ACC-251,Homo Sapiens,Female,Unknown,64,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01038,SIDS00536,SIDP00471,,JEKO-1,,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C4337,Tumour,Peripheral Blood,Mantle Cell Lymphoma,Cell Line,Suspension,,,,,,,MSS,4.599729197,3.50863507,,40.95,,,1327765,ACH-000357,JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1865,,DSMZ:ACC-553,DSMZ,ACC-553,Homo Sapiens,Female,Unknown,78,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01015,SIDS00540,SIDP00475,,JURL-MK1,,Haematopoietic and Lymphoid,Chronic Myelogenous Leukemia,C3174,Tumour,Peripheral Blood,Chronic Myelogenous Leukemia,Cell Line,Suspension,,,,1993,,,MSS,1.90413925,1.964871391,,26.53,,JURL-MK1 and JURL-MK2 are sister cell lines derived from the same patient (DSMZ).,1327771,ACH-000326,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_2086,,DSMZ:ACC-532,DSMZ,ACC-532,Homo Sapiens,Male,Unknown,73,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01012,SIDS00543,SIDP00477,,JVM-3,,Haematopoietic and Lymphoid,Other Blood Cancers,C4753,Tumour,Peripheral blood,B-Cell Prolymphocytic Leukemia,Cell Line,Suspension,,,,,,,MSS,3.992141663,4.086161812,,26.26,,,907270,ACH-000346,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1320,,DSMZ:ACC-18,DSMZ,ACC-18,Homo Sapiens,Male,Unknown,73,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01011,SIDS00544,SIDP00478,,KARPAS-1106P,K1106,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C9280,Metastasis,Unknown,Mediastinal Thymic Large B-Cell Cell Lymphoma,Cell Line,Suspension,,,,,,,MSS,2.09120329,2.075365699,,41.87,,,1327773,ACH-002254,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1821,,ECACC:6072607,ECACC,6072607,Homo Sapiens,Female,Unknown,23,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01017,SIDS00545,SIDP00479,,KARPAS-231,,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,C9143,Tumour,Unknown,Adult B Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,,,,MSS,2.052086296,2.075973558,,22.79,,,1327774,ACH-002255,KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1822,,ECACC:6120601,ECACC,6120601,Homo Sapiens,Female,Unknown,71,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01008,SIDS00547,SIDP00481,,KARPAS-422,K422,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,C8851,Metastasis,Unknown,Diffuse Large B-Cell Lymphoma,Cell Line,Suspension,,,,,,,MSS,2.080480651,2.155495878,,40.97,,,907274,ACH-000315,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1325,,ECACC:6101702,ECACC,6101702,Homo Sapiens,Female,Unknown,73,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01003,SIDS00552,SIDP00486,,KE-37,,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,C9142,Tumour,Unknown,Adult T Acute Lymphoblastic Leukemia,Cell Line,Suspension,,,,1979,,,MSS,1.979310724,2.044333306,,20.92,,,907277,ACH-000101,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1327,,DSMZ:ACC-46,DSMZ,ACC-46,Homo Sapiens,Male,Unknown,27,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01019,SIDS00555,SIDP00489,,KMOE-2,,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,C7152,Tumour,Peripheral Blood,Erythroleukemia,Cell Line,Suspension,,,,1978,,,MSS,3.628740624,3.647607703,,65.97,,,907280,ACH-002258,KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CVCL_1332,,DSMZ:ACC-37,DSMZ,ACC-37,Homo Sapiens,Female,Unknown,2,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01032,SIDS00560,SIDP00493,,KYSE-140,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Middle intrathoracic oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.818266174,3.102222254,,71.24,,,753573,ACH-000823,KYSE140_OESOPHAGUS,CVCL_1347,,DSMZ:ACC-348,DSMZ,ACC-348,Homo Sapiens,Male,East Asian,54,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01031,SIDS00561,SIDP00494,,KYSE-150,KY150,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Upper (cervical) oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.847210243,3.126576825,,67.82,,,907317,ACH-000855,KYSE150_OESOPHAGUS,CVCL_1348,,DSMZ:ACC-375,DSMZ,ACC-375,Homo Sapiens,Female,Unknown,49,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01030,SIDS00562,SIDP00495,,KYSE-180,KY180,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Middle intrathoracic oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.604056952,2.71764306,,58.21,,,907318,ACH-000693,KYSE180_OESOPHAGUS,CVCL_1349,,DSMZ:ACC-379,DSMZ,ACC-379,Homo Sapiens,Male,East Asian,43,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01028,SIDS00564,SIDP00497,,KYSE-410,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Cervical oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.920457827,4.415007219,,71.32,,,753574,ACH-000809,KYSE410_OESOPHAGUS,CVCL_1352,,DSMZ:ACC-381,DSMZ,ACC-381,Homo Sapiens,Male,East Asian,51,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01027,SIDS00565,SIDP00498,,KYSE-450,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Middle intrathoracic oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.267389899,2.47902157,,66.11,,,907320,ACH-000865,KYSE450_OESOPHAGUS,CVCL_1353,,DSMZ:ACC-387,DSMZ,ACC-387,Homo Sapiens,Male,East Asian,59,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01026,SIDS00566,SIDP00499,,KYSE-510,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Cervical oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,3.646995656,3.784090234,,64.58,,,907321,ACH-000824,KYSE510_OESOPHAGUS,CVCL_1354,,DSMZ:ACC-374,DSMZ,ACC-374,Homo Sapiens,Female,East Asian,67,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Chemotherapy;Radiotherapy,Cisplatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01025,SIDS00567,SIDP00500,,KYSE-520,,Esophagus,Esophageal Squamous Cell Carcinoma,C4024,Tumour,Lower intrathoracic oesophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent,,,,,,,MSS,2.692340388,2.877552905,,48.63,,,753575,ACH-000637,KYSE520_OESOPHAGUS,CVCL_1355,,DSMZ:ACC-371,DSMZ,ACC-371,Homo Sapiens,Female,East Asian,58,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00926,SIDS00285,SIDP00233,,NCI-H2172,,Lung,Non-Small Cell Lung Carcinoma,C2926,Tumour,Unknown,Non-Small Cell Lung Carcinoma,Cell Line,Adherent,,,5,1989,,,MSS,4.230089926,4.239871138,,142.47,,,1298353,ACH-000924,NCIH2172_LUNG,CVCL_1537,,ATCC:CRL-5930,ATCC,CRL-5930,Homo Sapiens,Female,Unknown,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM01079,SIDS00355,SIDP00300,,SH-4,,Skin,Melanoma,C3224,Tumour,Unknown,Melanoma,Cell Line,Adherent,,,,,,,MSS,2.299641223,2.373864547,,42.95,,,909713,ACH-000441,SH4_SKIN,CVCL_1692,,ATCC:CRL-7724,ATCC,CRL-7724,Homo Sapiens,Female,White,60,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01078,SIDS00356,SIDP00301,,SHP-77,,Lung,Small Cell Lung Carcinoma,C4917,Tumour,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent,,,,1977,,,MSS,2.019700793,2.283653048,,70.24,,,724872,ACH-000790,SHP77_LUNG,CVCL_1693,,ATCC:CRL-2195,ATCC,CRL-2195,Homo Sapiens,Male,White,54,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
SIDM00024,SIDS00797,SIDP00714,,UE6E7T-3,UEET-3;Th-3,Bone,Non-Cancerous,C132256,Normal,Bone Marrow,Non-Cancerous,Cell Line,Unknown,,,,,,,MSS,,1.999505035,,29.92,,,1331060,,,CVCL_3237,,JCRB:JCRB1136,JCRB,JCRB1136,Homo Sapiens,Female,Unknown,91,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
SIDM01077,SIDS00424,SIDP00366,,VCaP,,Prostate,Prostate Carcinoma,C4863,Metastasis,Vertebral bone,Prostate Carcinoma,Cell Line,Adherent,,,,1997,,,MSS,3.281258822,3.402565346,,26.24,,,1299075,ACH-000115,VCAP_PROSTATE,CVCL_2235,,ATCC:CRL-2876,ATCC,CRL-2876,Homo Sapiens,Male,White,59,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
